City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,eregli,37.5133,37.5133,71.08,71.08,0,4.21,TR,1694129475
278,novoarkhanhel's'k,48.658,48.658,52.9,52.9,23,5.91,UA,1694129476
279,tazovsky,67.4667,67.4667,42.37,42.37,16,3.06,RU,1694129476
280,rongelap,11.1635,11.1635,83.59,83.59,74,9.1,MH,1694129477
281,papao,-17.75,-17.75,80.28,79.66,12,12.93,PF,1694129477
282,port hedland,-20.3167,-20.3167,64.45,64.45,2,5.75,AU,1694129478
283,constantia,44.1833,44.1833,66.88,66.7,19,13.51,RO,1694129478
284,saraktash,51.7866,51.7866,45.36,45.36,5,8.32,RU,1694129479
285,lukolela,-1.0605,-1.0605,72.39,72.39,42,2.04,CD,1694129479
286,daru,-9.0763,-9.0763,81.45,81.45,53,12.55,PG,1694129480
287,ithaca,42.4406,42.4406,73.11,67.82,75,8.05,US,1694129195
288,betio village,1.358,1.358,87.84,87.84,19,12.28,KI,1694129480
289,whitehorse,60.7161,60.7161,56.17,54.1,100,19.57,CA,1694129481
290,gobabis,-22.45,-22.45,65.01,65.01,100,5.86,NA,1694129481
291,fort bragg,35.139,35.139,89.82,83.64,0,8.05,US,1694129482
292,hovd,48.0056,48.0056,52.97,52.97,84,8.21,MN,1694129483
293,lipetsk,52.6031,52.6031,44.22,44.22,46,8.63,RU,1694129483
294,galesong,-5.3166,-5.3166,71.62,71.62,20,12.59,ID,1694129484
295,newman,37.3138,37.3138,94.23,91.15,0,9.19,US,1694129484
296,freetown,8.484,8.484,77.99,77.99,97,6.98,SL,1694129485
297,glace bay,46.1969,46.1969,67.78,63.79,100,5.75,CA,1694129424
298,balakovo,52.0278,52.0278,49.98,49.98,14,7.25,RU,1694129486
299,whistler,50.1164,50.1164,69.03,58.73,75,2.3,CA,1694129400
300,kalianget,-7.05,-7.05,80.08,80.08,70,11.54,ID,1694129487
301,birjand,32.8663,32.8663,61.27,61.27,0,6.91,IR,1694129487
302,saint-pierre,-21.3393,-21.3393,71.56,65.17,100,4.61,RE,1694129488
303,xam nua,20.4197,20.4197,71.06,71.06,47,0.81,LA,1694129488
304,skerries,53.5828,53.5828,64.13,61.45,78,5.17,IE,1694129489
305,nabire,-3.3667,-3.3667,80.87,80.87,95,2.24,ID,1694129489
306,azadshahr,34.7909,34.7909,63.09,63.09,0,6.91,IR,1694129489
307,anadyr,64.75,64.75,46.9,46.0,0,11.18,RU,1694129490
308,pathalgaon,22.5667,22.5667,72.97,72.97,100,4.18,IN,1694129491
309,kirensk,57.7853,57.7853,41.92,41.92,100,3.11,RU,1694129491
310,veraval,20.9,20.9,81.41,81.41,100,17.87,IN,1694129492
311,el playon,7.4713,7.4713,82.67,82.67,96,5.3,CO,1694129492
312,zvolen,48.5744,48.5744,58.05,58.05,0,4.14,SK,1694129493
313,saint-hubert,50.05,50.05,58.62,56.55,0,5.48,BE,1694129493
314,nagasaki,32.7447,32.7447,78.62,77.85,20,1.14,JP,1694129494
315,vengurla,15.8667,15.8667,77.27,77.27,99,6.46,IN,1694129494
316,longboat key,27.4125,27.4125,89.02,85.05,0,6.91,US,1694128722
317,kailua-kona,19.6406,19.6406,87.28,82.22,20,10.36,US,1694129495
318,ardestan,33.3761,33.3761,82.42,82.42,40,6.51,IR,1694129496
319,fada,9.5667,9.5667,69.13,69.13,54,2.01,NG,1694129497
320,nassau,40.7507,40.7507,87.87,76.78,0,11.5,US,1694129204
321,lalmonirhat,25.9124,25.9124,79.48,79.48,100,9.91,BD,1694129498
322,la sarre,48.8002,48.8002,47.1,47.1,100,12.33,CA,1694129499
323,tabuk,17.4189,17.4189,78.78,78.78,100,3.24,PH,1694129499
324,wolvega,52.8755,52.8755,69.94,64.98,6,7.76,NL,1694129500
325,chishmy,54.5765,54.5765,52.03,51.17,100,4.88,RU,1694129500
326,laguna,38.421,38.421,93.54,87.12,0,11.5,US,1694129501
327,bismarck,46.8083,46.8083,78.66,76.06,0,10.36,US,1694129397
328,pangoa,-12.1167,-12.1167,74.48,74.48,28,3.47,PE,1694129501
329,ishigaki,24.3448,24.3448,78.93,78.93,75,2.3,JP,1694129502
330,abu jibeha,11.4562,11.4562,70.95,70.95,99,5.44,SD,1694129502
331,inarajan village,13.2736,13.2736,82.4,80.74,99,11.61,GU,1694129503
332,redencao,-4.2258,-4.2258,73.27,73.27,24,2.93,BR,1694129503
333,nguigmi,14.2495,14.2495,88.3,88.3,21,6.13,NE,1694129504
334,nouadhibou,20.931,20.931,73.9,73.9,9,15.35,MR,1694129504
335,santa elena de uairen,4.6167,4.6167,71.64,71.64,85,2.98,VE,1694129505
336,nemuro,43.3236,43.3236,60.96,60.96,0,3.4,JP,1694129505
337,sarmiento,-45.5882,-45.5882,45.34,45.34,86,3.89,AR,1694129506
338,ust'-ordynskiy,52.805,52.805,50.97,50.97,99,4.97,RU,1694129506
339,la'ie,21.6477,21.6477,89.56,83.61,69,9.19,US,1694129507
340,luderitz,-26.6481,-26.6481,57.6,57.6,63,11.59,NA,1694129507
341,palpa,-14.5336,-14.5336,71.89,71.89,4,3.42,PE,1694129507
342,dombarovskiy,50.7587,50.7587,59.27,59.27,96,9.31,RU,1694129508
343,marsh harbour,26.5412,26.5412,81.09,81.09,25,6.33,BS,1694129509
344,palikir - national government center,6.9248,6.9248,86.85,86.85,100,5.75,FM,1694129510
345,castillos,-34.1667,-34.1667,57.27,57.27,100,6.29,UY,1694129510
346,nyurba,63.2842,63.2842,36.37,36.37,99,6.78,RU,1694129511
347,mount darwin,-16.7725,-16.7725,59.86,59.86,0,3.62,ZW,1694129511
348,guarapari,-20.6667,-20.6667,70.9,70.9,12,3.47,BR,1694129386
349,shendi,16.6915,16.6915,96.12,96.12,40,9.06,SD,1694129512
350,sechura,-5.5569,-5.5569,70.95,70.95,8,18.1,PE,1694129512
351,novodvinsk,64.4165,64.4165,40.23,40.23,11,4.97,RU,1694129513
352,new norfolk,-42.7826,-42.7826,58.71,55.89,18,7.16,AU,1694129513
353,pisco,-13.7,-13.7,68.05,66.02,0,12.66,PE,1694129514
354,ta`u,-14.2336,-14.2336,79.09,79.09,30,16.53,AS,1694129514
355,punta del este,-34.9667,-34.9667,60.91,58.87,100,12.66,UY,1694129515
356,corfu,39.62,39.62,75.81,73.18,75,0.0,GR,1694129515
357,waingapu,-9.6567,-9.6567,77.77,77.77,59,8.97,ID,1694129516
358,nizhnesortymskiy,62.4397,62.4397,46.89,46.89,8,5.1,RU,1694129516
359,port isabel,26.0734,26.0734,93.29,89.08,0,12.66,US,1694129517
360,canakkale,40.0833,40.0833,68.58,68.58,77,18.43,TR,1694129517
361,dampit,-8.2116,-8.2116,71.24,71.24,90,5.88,ID,1694129518
362,kalabo,-14.97,-14.97,65.84,65.84,0,5.99,ZM,1694129518
363,santa ana,33.7456,33.7456,98.85,69.3,0,8.05,US,1694129235
364,mar del plata,-38.0023,-38.0023,51.94,51.82,100,21.99,AR,1694129311
365,mejit,10.2753,10.2753,82.69,82.69,51,3.74,MH,1694129519
366,brookhaven,31.5791,31.5791,76.66,76.66,38,2.39,US,1694129356
367,yigo village,13.5361,13.5361,80.74,79.09,40,6.91,GU,1694129520
368,sotkamo,64.1333,64.1333,51.82,51.82,100,2.82,FI,1694129488
369,verkhniy ufaley,56.0567,56.0567,51.35,49.77,100,3.49,RU,1694129521
370,kingston,17.997,17.997,85.15,77.22,40,3.44,JM,1694129522
371,tamanrasset,22.785,22.785,78.71,78.71,40,4.61,DZ,1694129522
372,fyodorovka,53.6314,53.6314,54.46,54.46,41,6.85,KZ,1694129523
373,shimanovsk,52.0,52.0,47.3,47.3,83,20.98,RU,1694129523
374,bexhill-on-sea,50.8502,50.8502,69.62,58.84,68,2.26,GB,1694129524
375,yamada,39.4667,39.4667,72.82,72.82,100,1.81,JP,1694129524
376,dali,25.7,25.7,62.85,62.85,88,1.77,CN,1694129525
377,borba,-4.3878,-4.3878,86.31,86.31,77,2.26,BR,1694129525
378,acapulco de juarez,16.8634,16.8634,87.62,87.62,75,9.22,MX,1694129526
379,enewetak,11.3474,11.3474,83.64,83.64,74,6.31,MH,1694129297
380,beidaihehaibin,39.8222,39.8222,75.18,75.18,84,3.71,CN,1694129527
381,karagandy,49.8019,49.8019,53.55,53.55,100,6.29,KZ,1694129518
382,vila velha,-20.3297,-20.3297,70.95,69.75,20,3.44,BR,1694129528
383,at taj,24.2049,24.2049,81.93,81.93,0,9.93,LY,1694129528
384,bechem,7.0903,7.0903,70.65,70.65,52,2.04,GH,1694129529
385,arawa,-6.2132,-6.2132,76.14,76.14,100,10.25,PG,1694129529
386,itaueira,-7.6033,-7.6033,84.94,84.94,37,8.43,BR,1694129530
387,"laikit, laikit ii (dimembe)",1.4792,1.4792,76.05,76.05,20,3.44,ID,1694129530
388,eraan,9.0629,9.0629,81.23,81.23,78,2.64,PH,1694129531
389,zambezi,-13.5432,-13.5432,68.63,68.63,0,6.51,ZM,1694129531
390,bandarbeyla,9.4942,9.4942,76.64,76.64,77,23.35,SO,1694129532
391,onega,63.9061,63.9061,43.63,43.63,19,3.76,RU,1694129533
392,argo,37.6333,37.6333,71.78,71.78,100,5.14,GR,1694129533
393,ceeldheer,3.8488,3.8488,77.11,77.11,18,16.2,SO,1694129402
394,souillac,-20.5167,-20.5167,64.78,64.78,20,4.61,MU,1694129535
395,ulsteinvik,62.3432,62.3432,67.1,57.33,46,1.99,NO,1694129299
396,kapchorwa,1.3965,1.3965,58.95,58.95,58,2.73,UG,1694129239
397,'ain el melh,34.8415,34.8415,72.97,72.97,6,3.06,DZ,1694129536
398,clarence town,-32.5833,-32.5833,73.62,67.91,99,14.23,AU,1694129537
399,kisangani,0.5167,0.5167,73.02,73.02,47,0.85,CD,1694129537
400,westport,41.1415,41.1415,84.27,78.89,0,10.36,US,1694129441
401,campeni,46.3667,46.3667,57.51,57.51,24,4.61,RO,1694129538
402,cabedelo,-6.9811,-6.9811,75.87,75.87,25,13.47,BR,1694129539
403,amahai,-3.3333,-3.3333,81.0,81.0,37,1.59,ID,1694129539
404,arkhara,49.4212,49.4212,67.14,67.14,100,18.63,RU,1694129540
405,portage la prairie,49.9728,49.9728,69.89,69.89,63,12.24,CA,1694129540
406,marte,12.3611,12.3611,84.65,84.65,52,5.95,NG,1694129541
407,puerto armuelles,8.2833,8.2833,80.58,78.96,93,1.01,PA,1694129291
408,chos malal,-37.3781,-37.3781,44.42,44.42,93,7.43,AR,1694129542
409,polva,58.0603,58.0603,51.98,51.03,100,4.76,EE,1694129542
410,pangody,65.85,65.85,42.01,42.01,5,1.79,RU,1694129543
411,kidal,18.4411,18.4411,92.35,92.35,41,3.47,ML,1694129543
412,touros,-5.1989,-5.1989,77.34,77.34,29,15.99,BR,1694129544
413,yuzhno-kurilsk,44.0306,44.0306,63.73,63.73,0,1.81,RU,1694129544
414,mahanoro,-19.9,-19.9,70.39,70.39,46,1.36,MG,1694129545
415,al bayda,32.7627,32.7627,68.34,68.34,1,8.81,LY,1694129545
416,fortaleza,-3.7227,-3.7227,81.21,80.73,75,14.97,BR,1694129468
417,callao,-12.0667,-12.0667,67.71,66.49,100,8.05,PE,1694129546
418,ulladulla,-35.35,-35.35,57.78,57.78,95,14.45,AU,1694129546
419,nova xavantina,-14.6667,-14.6667,84.51,84.51,6,4.0,BR,1694129547
420,shortandy,51.7006,51.7006,51.66,51.66,24,6.51,KZ,1694129548
421,tadine,-21.55,-21.55,74.3,74.3,18,12.1,NC,1694129549
422,suez,29.9737,29.9737,85.15,85.15,0,3.6,EG,1694129483
423,paracuru,-3.41,-3.41,81.1,81.1,4,14.72,BR,1694129550
424,sanshui,23.1549,23.1549,77.9,76.98,100,15.73,CN,1694129550
425,leava,-14.3,-14.3,79.25,79.25,67,16.87,WF,1694129551
426,kaa-khem,51.6833,51.6833,49.32,49.32,85,1.34,RU,1694129551
427,tamandare,-8.7597,-8.7597,74.03,74.03,65,10.6,BR,1694129552
428,yemel'yanovo,56.1681,56.1681,47.21,47.08,75,6.71,RU,1694129552
429,tocopilla,-22.092,-22.092,65.53,65.53,21,7.49,CL,1694129553
430,kerikeri,-35.2268,-35.2268,64.9,64.9,4,1.01,NZ,1694129553
431,tsiombe,-25.3,-25.3,62.19,62.19,11,4.65,MG,1694129554
432,anse-bertrand,16.4721,16.4721,80.94,80.42,4,13.53,GP,1694129555
433,mucumpiz,8.4167,8.4167,58.41,58.41,100,1.25,VE,1694129375
434,roccella ionica,38.322,38.322,73.63,73.63,99,12.06,IT,1694129556
435,san nicolas guadalupe,19.6125,19.6125,52.32,52.32,100,1.77,MX,1694129556
436,lorengau,-2.0226,-2.0226,84.58,84.58,69,10.09,PG,1694129557
437,guerrero negro,27.9769,27.9769,81.54,81.54,2,12.39,MX,1694129557
438,rey bouba,8.6724,8.6724,74.7,74.7,64,1.34,CM,1694129558
439,banatski karlovac,45.0472,45.0472,61.61,56.95,0,5.06,RS,1694129559
440,noosa heads,-26.3833,-26.3833,75.11,74.34,30,7.81,AU,1694129560
441,kusa,55.3383,55.3383,50.58,50.58,100,2.73,RU,1694129560
442,bilbays,30.4204,30.4204,90.43,89.49,0,5.84,EG,1694129280
443,polovinnoye,54.7914,54.7914,49.19,49.19,0,6.17,RU,1694129561
444,walvis bay,-22.9575,-22.9575,54.09,52.75,56,8.05,NA,1694129562
445,fort william,56.8165,56.8165,65.34,65.34,100,2.46,GB,1694129562
446,heunghae,36.1125,36.1125,74.32,74.32,63,11.25,KR,1694129563
447,tazacorte,28.629,28.629,76.17,73.15,40,2.3,ES,1694129563
448,celina,40.5489,40.5489,72.88,70.25,59,3.4,US,1694129564
449,kirakira,-10.4544,-10.4544,83.66,83.66,96,17.25,SB,1694129564
450,namdrik,5.5994,5.5994,84.16,84.16,13,12.82,MH,1694129565
451,ust-nera,64.5667,64.5667,45.25,45.25,100,3.22,RU,1694129565
452,weihai,37.5017,37.5017,74.97,74.97,11,4.03,CN,1694129566
453,gulf shores,30.246,30.246,87.08,80.65,40,10.36,US,1694129566
454,kharp,66.8014,66.8014,49.21,49.21,46,2.26,RU,1694129567
455,la palma,33.8464,33.8464,96.85,69.55,0,8.05,US,1694129567
456,le blanc,46.6667,46.6667,70.2,70.2,87,4.68,FR,1694129568
457,calingasta,-31.3308,-31.3308,58.68,58.68,22,7.4,AR,1694129568
458,mossel bay,-34.1831,-34.1831,57.13,57.13,91,0.83,ZA,1694129569
459,talakan,50.3167,50.3167,64.76,64.76,100,17.49,RU,1694129569
460,savannakhet,16.566,16.566,75.83,75.83,97,2.68,LA,1694129570
461,dorado,18.4588,18.4588,84.96,80.92,75,16.11,PR,1694129570
462,toamasina,-18.1667,-18.1667,69.8,69.8,40,0.0,MG,1694129570
463,sao joao de pirabas,-0.7747,-0.7747,79.84,79.84,4,11.07,BR,1694129571
464,novyy urgal,51.0736,51.0736,68.14,68.14,100,19.24,RU,1694129571
465,sumbe,-11.2061,-11.2061,69.39,69.39,24,9.28,AO,1694129572
466,zakamensk,50.3741,50.3741,48.16,48.16,72,1.72,RU,1694129572
467,hohhot,40.8106,40.8106,62.89,62.89,75,0.0,CN,1694129573
468,tiznit,29.5833,29.5833,73.24,73.24,9,3.67,MA,1694129573
469,kara suu,40.7046,40.7046,71.56,71.56,0,13.42,KG,1694129574
470,miguelopolis,-20.1794,-20.1794,80.42,80.42,4,8.66,BR,1694129575
471,goderich,43.7501,43.7501,63.91,61.12,47,13.8,CA,1694129575
472,simanggang,1.2472,1.2472,75.18,75.18,100,0.0,MY,1694129576
473,digri,25.1558,25.1558,82.13,82.13,34,15.43,PK,1694129576
474,valparaiso,-33.0393,-33.0393,59.0,55.04,0,8.05,CL,1694129577
475,ciudad acuna,29.3232,29.3232,102.49,100.31,0,12.66,MX,1694129577
476,zhabinka,52.1984,52.1984,54.91,54.91,8,5.1,BY,1694129578
477,seguela,7.9611,7.9611,72.12,72.12,20,4.0,CI,1694129578
478,afaahiti,-17.75,-17.75,78.06,76.87,19,14.65,PF,1694129579
479,inhambane,-23.865,-23.865,69.85,69.85,37,7.09,MZ,1694129579
480,kirkland lake,48.1446,48.1446,50.29,50.29,100,8.05,CA,1694129580
481,pacific grove,36.6177,36.6177,76.21,60.1,0,8.05,US,1694129580
482,tura,25.5198,25.5198,74.79,74.79,100,4.97,IN,1694129581
483,posto fiscal rolim de moura,-13.0833,-13.0833,85.44,85.44,49,3.65,BR,1694129581
484,miandrivazo,-19.5167,-19.5167,71.13,71.13,2,3.24,MG,1694129582
485,lata,40.1629,40.1629,69.08,67.91,43,2.15,PT,1694129582
486,mitchell,43.7094,43.7094,69.78,69.78,20,10.36,US,1694129583
487,makushino,55.2103,55.2103,48.96,48.96,19,5.64,RU,1694129583
488,iquitos,-3.7481,-3.7481,86.04,86.04,20,2.3,PE,1694129584
489,hoek van holland,51.9775,51.9775,70.02,62.94,3,1.01,NL,1694129584
490,hami,42.8,42.8,71.74,71.74,1,3.85,CN,1694129585
491,la ronge,55.1001,55.1001,61.05,61.02,75,12.66,CA,1694129585
492,damboa,11.156,11.156,79.41,79.41,73,7.0,NG,1694129586
493,nizhniy kuranakh,58.8353,58.8353,35.02,35.02,100,8.88,RU,1694129586
494,fortuna,40.5982,40.5982,71.92,62.94,20,14.97,US,1694129587
495,uliastay,47.7417,47.7417,47.25,47.25,73,3.67,MN,1694129587
496,chernyshevskiy,63.0128,63.0128,34.03,34.03,94,4.68,RU,1694129588
497,letterkenny,54.95,54.95,63.93,63.93,36,2.3,IE,1694129589
498,caimancito,-23.7407,-23.7407,73.6,73.6,79,2.3,AR,1694129590
499,tarko-sale,64.9225,64.9225,45.0,45.0,13,5.99,RU,1694129590
500,bata,1.8639,1.8639,76.42,76.42,95,10.51,GQ,1694129591
501,padang,-0.9492,-0.9492,75.25,75.25,100,2.62,ID,1694129591
502,gadzhiyevo,69.2551,69.2551,45.79,45.79,86,10.25,RU,1694129591
503,yanam,16.7333,16.7333,77.25,77.25,99,4.76,IN,1694129592
504,yeniseysk,58.4497,58.4497,49.95,49.95,100,4.0,RU,1694129592
505,victorica,-36.2151,-36.2151,53.44,53.44,8,7.45,AR,1694129593
506,dzhetygara,52.1908,52.1908,56.19,56.19,80,5.66,KZ,1694129593
507,necochea,-38.5473,-38.5473,48.34,48.34,100,16.71,AR,1694129594
508,machico,32.7,32.7,75.7,72.12,40,2.3,PT,1694129595
509,kapuskasing,49.4169,49.4169,55.4,53.69,75,10.36,CA,1694129403
510,ayr,55.4627,55.4627,66.51,63.93,0,4.61,GB,1694129596
511,sangin,32.0728,32.0728,77.04,77.04,0,5.12,AF,1694129596
512,moyynkum,44.2914,44.2914,69.66,69.66,95,14.12,KZ,1694129597
513,antsiranana,-12.2787,-12.2787,71.19,71.19,18,13.4,MG,1694129597
514,bekondo,4.6819,4.6819,70.63,70.63,75,2.3,CM,1694129598
515,naryn,41.4287,41.4287,51.85,51.85,95,3.02,KG,1694129598
516,villa de soto,-30.8552,-30.8552,58.41,58.41,6,5.48,AR,1694129598
517,posse,-14.0931,-14.0931,77.0,77.0,9,14.34,BR,1694129599
518,malango,-2.9627,-2.9627,70.77,70.77,26,1.57,ID,1694129599
519,patos de minas,-18.5789,-18.5789,71.17,71.17,1,7.11,BR,1694129600
520,kovylkino,54.0388,54.0388,45.91,45.91,70,7.65,RU,1694129600
521,vangaindrano,-23.35,-23.35,68.49,68.49,82,4.68,MG,1694129601
522,la passe,45.5549,45.5549,73.63,70.99,92,6.64,FR,1694129602
523,coruripe,-10.1256,-10.1256,73.47,73.47,33,10.63,BR,1694129603
524,brownwood,31.7093,31.7093,107.6,101.97,0,4.61,US,1694129386
525,vellore,12.9333,12.9333,79.29,79.29,100,13.04,IN,1694129604
526,roma,43.2128,43.2128,73.54,67.82,75,26.46,US,1694129589
527,truth or consequences,33.1284,33.1284,89.83,89.83,0,20.71,US,1694129597
528,singera,46.9131,46.9131,65.1,62.2,0,6.91,MD,1694129605
529,cabo san lucas,22.8909,22.8909,86.76,82.18,100,5.01,MX,1694129452
530,taber,49.8167,49.8167,75.04,69.82,65,6.91,CA,1694129403
531,wynyard,-41.0,-41.0,43.99,43.99,68,14.32,AU,1694129606
532,meulaboh,4.1363,4.1363,77.41,77.41,99,2.89,ID,1694129607
533,kuta,-8.7233,-8.7233,73.35,73.0,40,7.0,ID,1694129608
534,hoa binh,20.8133,20.8133,81.28,81.28,49,1.19,VN,1694129608
535,zaozersk,69.4005,69.4005,45.34,45.34,87,8.08,RU,1694129608
536,namie,37.4833,37.4833,73.98,71.55,100,7.16,JP,1694129609
537,northam,51.0333,51.0333,70.39,67.24,90,3.51,GB,1694129609
538,illela,13.7292,13.7292,80.08,80.08,94,8.12,NG,1694129610
539,santa barbara,34.7333,34.7333,81.16,64.42,0,12.66,US,1694129610
540,bayanhongor,46.7167,46.7167,45.45,45.45,1,4.45,MN,1694129611
541,burang,30.25,30.25,45.01,45.01,96,2.1,CN,1694129612
542,sheksna,59.21,59.21,46.36,46.36,60,8.16,RU,1694129613
543,namibe,-15.1961,-15.1961,65.35,65.35,59,7.7,AO,1694129613
544,oberkirch,48.5324,48.5324,68.76,61.74,6,3.62,DE,1694129613
545,jayapura,-2.5333,-2.5333,85.39,85.39,100,5.01,ID,1694129614
546,ivankiv,50.9386,50.9386,49.46,49.46,3,2.06,UA,1694129614
547,yuanping,38.7153,38.7153,64.74,64.74,100,2.1,CN,1694129615
548,kondagaon,19.6,19.6,72.18,72.18,100,6.4,IN,1694129615
549,leshan,29.5623,29.5623,75.4,75.4,35,1.5,CN,1694129616
550,stony plain,53.5334,53.5334,69.78,61.99,75,6.91,CA,1694129363
551,pinotepa nacional,16.3167,16.3167,82.08,82.08,84,3.27,MX,1694129618
552,gamba,-2.65,-2.65,72.43,72.43,20,5.82,GA,1694129618
553,harstad,68.799,68.799,55.62,50.23,100,28.99,NO,1694129619
554,butere,0.2064,0.2064,62.47,62.47,67,2.06,KE,1694129619
555,hirara,24.8,24.8,82.67,82.26,75,9.22,JP,1694129621
